#{"t_start": 1753208471.752023, "env_id": "None"}
r,l,t
6.294936,12,4101.991436
930.772666,744,4103.719068
9.054059,9,4103.743408
1445.064135,1024,4109.451377
1453.593199,1024,4113.933417
1459.035828,1024,4118.386044
1457.159237,1024,4123.970669
7.804556,9,4126.121118
1366.378362,1024,4130.632797
1422.355974,1024,4136.523452
1439.448528,1024,4140.99485
1395.530008,1024,4145.514657
3.233319,9,4145.534753
1406.654029,1024,4151.313063
7.667172,9,4151.334759
1460.098667,1024,4155.940954
1395.676642,1024,4160.403526
1409.253017,1024,4166.149274
1435.780862,1024,4170.69688
1427.395132,1024,4175.557485
1437.363058,1024,4180.980119
6.56001,10,4181.001473
1364.777515,1024,4185.412045
10.834792,9,4185.429745
1462.353137,1024,4190.428605
6.641015,9,4190.456205
1433.779901,1024,4195.553323
10.266596,11,4195.579281
1401.532425,1024,4199.969226
1415.917598,1024,4205.145968
1416.409331,1024,4209.97974
1450.618571,1024,4214.440525
1409.468472,1024,4219.755848
1443.423685,1024,4224.412352
1395.816074,1024,4228.886112
1395.610367,1024,4234.624753
1394.056341,1024,4239.260428
1404.913735,1024,4243.736149
1439.100836,1024,4249.555749
1467.163944,1024,4254.2143
1443.991859,1024,4258.747749
1383.366912,1024,4264.567859
1488.386918,1024,4269.147002
1268.159115,1024,4274.649679
10.06517,9,4274.684454
1398.675894,1024,4280.196362
1389.256162,1024,4285.266636
7.066788,9,4285.287713
1385.200653,1024,4291.137408
8.680272,9,4291.157187
10.793075,9,4291.178154
1271.691075,915,4293.262081
1466.708814,1024,4297.92397
5.512166,12,4300.111428
1350.381425,1024,4305.90278
1435.082513,1024,4310.617666
1446.202398,1024,4315.399526
1452.694381,1024,4321.06686
1404.043892,1024,4325.601547
1480.77487,1024,4330.745616
10.185391,9,4330.780329
1436.993812,1024,4335.95131
1344.655305,1024,4340.381302
10.846824,9,4340.400403
1453.6376,1024,4345.758249
6.375833,8,4345.788514
1434.106001,1024,4350.683546
1388.404914,1024,4355.166024
1425.455388,1024,4360.912089
7.409229,11,4360.935333
5.848783,8,4360.953214
8.522624,10,4360.974773
7.587298,9,4360.993729
1447.037672,1024,4365.448478
1402.63503,1024,4369.968767
1441.754083,1024,4375.722233
1483.61114,1024,4380.416912
1470.326915,1024,4385.35981
1413.6117,1024,4390.963892
8.680272,12,4390.989343
4.642402,9,4391.010643
10.094914,9,4391.030134
1355.20225,1024,4395.58977
1452.513648,1024,4400.925226
1402.42985,1024,4405.993599
1370.954123,1024,4410.406024
1530.434016,1024,4415.913208
1358.180009,1024,4420.550222
8.664712,9,4420.575173
1446.395952,1024,4425.014684
1478.970231,1024,4430.597931
6.887241,10,4430.621116
7.278015,10,4430.650127
1444.915054,1024,4435.056438
1430.423461,1024,4439.410853
1405.450697,1024,4445.091546
1422.954112,1024,4449.831742
1524.207999,1024,4454.390687
1372.587157,1024,4460.167659
1381.004928,1024,4464.756065
1466.588924,1024,4469.421231
1420.80601,1024,4474.989981
1444.682347,1024,4479.484576
1449.90327,1024,4484.687704
1422.65536,1024,4489.914547
10.846824,9,4489.933554
1412.461612,1024,4494.511927
1420.450834,1024,4499.899246
10.813865,9,4499.926159
1349.574117,1024,4504.807853
1437.843392,1024,4509.530199
1454.937044,1024,4515.454511
1494.596881,1024,4520.108394
1469.254076,1024,4524.713142
1484.129211,1024,4530.406363
1436.136008,1024,4534.984589
7.470695,9,4535.003563
1482.137127,1024,4539.898609
1454.147366,1024,4545.376709
1378.633822,1024,4549.981404
1414.743752,1024,4555.102322
1395.946189,1024,4559.990905
5.75203,9,4560.01409
1376.89372,1024,4564.42092
1469.036386,1024,4569.732483
6.831271,9,4569.767663
1362.141161,1024,4574.613306
10.846824,9,4574.63456
1440.030985,1024,4579.109477
4.389308,9,4579.130054
6.158263,9,4579.151532
5.001733,9,4579.171567
1475.533134,1024,4584.904216
2.850277,9,4584.923771
8.195781,9,4584.943135
1351.871084,1024,4589.421671
1495.841316,1024,4594.183026
1426.554171,1024,4599.909686
1454.331976,1024,4604.46116
1479.736256,1024,4609.326462
1338.170395,1024,4615.041942
1412.583008,1024,4619.590779
1303.829708,1024,4625.111363
1416.183358,1024,4630.341542
1373.35318,1024,4635.129372
1314.990752,1024,4641.076651
10.864954,9,4641.097153
1352.823882,1024,4645.779326
1416.657088,1024,4650.445471
7.458409,9,4650.4695
1431.530946,1024,4656.41407
7.39326,9,4656.436127
10.846824,9,4656.456535
1497.843748,1024,4661.115904
8.546516,9,4661.140668
1401.160071,1024,4665.926626
1346.451507,1024,4671.5063
1429.902549,1024,4675.991854
1413.176341,1024,4681.190666
6.99204,9,4681.218233
678.371129,498,4682.854526
9.67609,12,4682.901599
735.541886,551,4686.379109
1424.989664,1024,4690.980148
3.217246,9,4691.000153
1431.808406,1024,4696.506725
1039.999641,771,4700.627784
1295.341191,1024,4705.229632
9.557586,13,4705.258745
1468.669658,1024,4710.988687
1426.659553,1024,4715.42892
10.386829,9,4715.447952
6.279626,9,4715.465937
10.864954,9,4715.485957
152.727599,113,4715.739816
1450.51236,1024,4720.202173
1362.845826,1024,4725.848275
1484.329246,1024,4730.4609
1423.14134,1024,4735.226659
1418.74571,1024,4740.946401
10.162178,9,4740.968748
1359.882717,1024,4745.705784
1428.669015,1024,4751.065652
1433.187445,1024,4756.405118
1457.898047,1024,4761.187763
1409.925384,1024,4767.30219
1485.642703,1024,4771.985244
1357.882911,1024,4776.754868
1386.22577,1024,4782.568772
547.620253,400,4783.503772
1486.098739,1024,4788.146217
338.932434,249,4788.773281
1440.171318,1024,4794.328303
1445.609439,1024,4798.86518
8.272841,11,4798.893384
1384.109142,1024,4803.324285
8.592756,8,4803.346599
1421.516948,1024,4809.10721
6.375833,8,4809.12549
95.692958,104,4809.345236
10.018484,9,4811.524771
6.525461,9,4811.544055
1443.357234,1024,4816.05737
1373.144427,1024,4821.322466
1409.597183,1024,4826.371395
8.546516,9,4826.391011
6.493028,8,4826.40891
7.932151,10,4826.431995
6.380225,9,4826.451179
8.152014,10,4826.472431
1423.809097,1024,4831.078081
1422.433408,1024,4836.618171
1416.390403,1024,4841.255101
7.693486,9,4841.275789
1403.053755,1024,4845.856711
7.152405,9,4845.876785
1441.956837,1024,4851.617458
1418.355071,1024,4856.087198
1370.833661,1024,4860.569857
8.069536,10,4860.593525
1473.964402,1024,4866.413821
1451.842172,1024,4870.981403
2.382934,9,4871.016368
1408.88796,1024,4875.950506
8.587613,8,4875.97515
1452.278621,1024,4881.549492
4.59628,9,4881.571857
6.990997,18,4881.627994
1372.207518,1024,4886.456369
1415.505871,1024,4891.727114
1395.726101,1024,4896.781809
2.833231,9,4896.800664
1372.18779,1024,4901.305864
7.39326,9,4901.324914
1477.470069,1024,4907.124903
1407.994493,1024,4911.885212
1426.858546,1024,4916.418294
5.958344,8,4916.434718
335.535229,271,4917.030101
1414.245769,1024,4922.711536
7.349845,9,4922.730536
8.179047,9,4922.751567
11.214886,14,4922.786811
248.445597,211,4923.305465
1342.164901,1024,4927.83401
1378.615582,1024,4932.998528
372.877122,285,4933.950248
1421.594799,1024,4938.753592
1392.599114,1024,4943.348973
9.060382,9,4943.368782
1127.842027,1024,4949.198077
8.952898,9,4949.217831
3.587328,8,4949.243389
7.918435,14,4949.281413
1442.687313,1024,4953.832916
7.29727,13,4953.864581
1376.322559,1024,4958.391288
4.659044,9,4958.414363
9.19802,8,4958.433171
1320.689072,1024,4964.210393
5.152931,9,4966.423462
9.310837,9,4966.443339
1458.37608,1024,4970.990071
7.410344,9,4971.012094
11.092042,16,4971.049169
3.595999,9,4971.068865
1433.286151,1024,4976.836311
1433.055472,1024,4981.358502
55.162532,58,4981.486297
1467.054913,1024,4985.982936
1379.674193,1024,4991.760997
1394.123203,1024,4996.264877
7.510823,9,4996.28633
1400.938302,1024,5000.936922
1383.918212,1024,5006.713578
628.860218,467,5007.780672
1369.454974,1024,5012.333908
1463.04228,1024,5017.551589
8.272841,13,5017.591862
11.708971,14,5017.636081
1374.82347,1024,5022.607883
1717.466366,1216,5133.819301
1452.334886,1024,5139.686103
47.031861,53,5139.8093
1296.525262,1024,5144.403583
10.864954,9,5144.424229
1356.376128,1024,5149.631004
6.18184,9,5149.661432
1342.746866,1024,5154.830243
1384.04251,1024,5159.352425
6.899298,8,5159.3697
10.864954,9,5159.392405
4.850877,9,5159.412546
5.594419,8,5159.429029
1445.619207,1024,5164.933141
1445.31191,1024,5169.844618
1365.54549,1024,5174.678805
2.976803,9,5174.699511
1424.359026,1024,5180.646216
1350.127695,1024,5185.257544
1411.127264,1024,5189.794959
6.375833,8,5189.828114
1362.170603,1024,5195.596218
1346.500355,1024,5200.204384
1334.186498,1024,5205.404434
1387.879785,1024,5210.727628
1388.188894,1024,5215.472785
1349.215601,1024,5221.039982
8.115978,9,5221.067483
280.106831,243,5224.072905
1337.816523,1024,5228.669016
1416.004537,1024,5233.963144
173.748995,141,5234.457836
8.592756,8,5234.487877
8.627538,10,5234.520366
1441.151659,1024,5239.602645
10.805537,9,5239.62343
1462.88877,1024,5244.366501
1401.751723,1024,5250.157054
1383.187782,1024,5254.866212
1456.884963,1024,5259.480896
1294.41702,1024,5265.302799
1398.807714,1024,5269.858317
1290.967217,1024,5274.887766
1402.636816,1024,5280.382716
11.25884,13,5280.414384
1362.145358,1024,5285.022784
10.317997,16,5285.064944
1425.531835,1024,5290.476563
10.96423,13,5290.519569
1278.163221,1024,5295.654398
10.958643,13,5295.687149
7.97317,11,5295.712317
1421.663316,1024,5300.331531
1356.65407,1024,5306.293821
1381.599541,1024,5310.852852
1314.482274,1024,5315.363621
1345.073017,1024,5321.096879
1390.518076,1024,5325.502118
617.876134,496,5326.634597
1317.316526,1024,5331.913904
1305.684553,1024,5337.301369
1370.132117,1024,5341.900352
1434.071967,1024,5347.793575
1394.91462,1024,5352.701644
1349.959119,1024,5357.373641
1436.11898,1024,5363.450377
1342.094343,1024,5368.286004
3.969589,9,5368.310665
782.543039,648,5372.38401
143.927354,122,5372.81856
1386.187373,1024,5378.59346
6.887241,9,5378.617825
1384.787312,1024,5383.349963
1343.176934,1024,5388.801118
1391.146274,1024,5394.08782
1400.690397,1024,5398.687056
386.820183,298,5399.431736
1369.34443,1024,5405.644667
1422.433228,1024,5410.353308
1443.228504,1024,5415.458602
1442.135808,1024,5421.069163
1427.264842,1024,5425.856805
1392.639007,1024,5431.523569
1365.485574,1024,5436.603559
7.515083,14,5436.63792
10.818737,9,5436.66496
1432.323135,1024,5441.501859
1380.458227,1024,5447.371953
6.393553,9,5447.396704
1380.859705,1024,5452.22472
1358.232641,1024,5457.292754
1399.746653,1024,5462.949726
1398.023311,1024,5467.587193
10.691083,13,5467.618825
346.097556,276,5470.526377
1412.420832,1024,5476.58404
1414.498765,1024,5481.370391
1414.230904,1024,5486.804566
6.737653,10,5486.835339
1392.658402,1024,5491.956686
1419.093975,1024,5496.742505
1457.177682,1024,5502.642493
1410.988093,1024,5507.298739
1411.805817,1024,5511.896789
1417.311472,1024,5517.742253
1438.104014,1024,5522.419173
1418.064708,1024,5527.334701
1503.994516,1024,5533.050694
10.297919,12,5533.079833
733.401204,557,5534.506931
7.421248,9,5534.527618
1377.367739,1024,5539.260254
1338.496439,1024,5545.445296
1408.701391,1024,5550.224304
1363.639931,1024,5555.138176
1408.395747,1024,5561.029528
1404.893458,1024,5565.814176
1364.025474,1024,5571.540694
1398.053137,1024,5576.788409
1449.858862,1024,5581.498795
1385.979305,1024,5587.572662
1384.846494,1024,5592.723983
1315.044099,1024,5597.783282
1386.317218,1024,5604.057194
1375.251247,1024,5609.069572
1377.844797,1024,5615.300031
1411.897285,1024,5620.2613
1453.885828,1024,5624.985647
1475.332306,1024,5630.960158
1416.817991,1024,5635.965438
5.435321,8,5635.983154
1407.428016,1024,5641.432047
1384.283509,1024,5646.91054
1522.259503,1024,5651.981447
1410.71776,1024,5658.108757
1314.578255,1024,5662.948628
1423.161987,1024,5667.927771
703.459886,1024,5673.783608
1385.34028,1024,5678.416776
661.311584,506,5681.921451
1386.122104,1024,5687.71066
1426.847578,1024,5692.526606
1421.128829,1024,5698.195915
1395.393246,1024,5703.369636
1403.200048,1024,5708.080439
3.659096,9,5708.102557
5.404717,9,5708.123428
1309.878733,1024,5714.145051
1337.56111,1024,5718.960358
10.657616,9,5718.995722
1384.876796,1024,5724.043445
1343.532819,1024,5729.991929
1396.060192,1024,5734.87202
1348.610477,1024,5740.409559
1363.996339,1024,5745.617289
6.874404,16,5745.664469
1357.149557,1024,5750.484071
1359.476616,1024,5756.486491
1425.39154,1024,5761.104518
1414.275707,1024,5765.779073
1369.66427,1024,5771.710712
1392.230815,1024,5776.315856
1394.737856,1024,5781.482635
1328.961977,1024,5786.850113
1406.171356,1024,5791.513934
1449.765559,1024,5797.446208
20.99771,27,5797.549457
1346.022443,1024,5802.273245
1395.841315,1024,5806.802416
1330.083088,1024,5812.616602
1372.0306,1024,5817.241669
793.083319,583,5818.593629
1482.90033,1024,5823.893143
28.527073,48,5824.047394
1398.380396,1024,5829.265329
1351.615946,1024,5834.007002
19.73409,27,5836.436857
1416.746769,1024,5842.046394
1482.414692,1024,5846.742112
618.470419,450,5847.866064
1453.483897,1024,5853.813797
7.162554,11,5853.854036
1423.275701,1024,5858.591066
1382.651775,1024,5863.22837
1337.672242,1024,5869.252402
3.133799,9,5869.276649
473.224926,358,5870.110099
6.750587,11,5870.13473
3.502471,9,5870.156528
521.156727,393,5873.305097
8.922488,13,5873.333226
1318.060392,1024,5877.983466
1351.731342,1024,5883.749439
10.864954,9,5883.76978
48.338996,54,5883.906539
1316.20041,1024,5888.50794
1395.743748,1024,5893.606636
1381.300243,1024,5898.922209
3.515749,9,5898.942459
8.806795,14,5898.974315
1381.877191,1024,5903.482378
1359.215058,1024,5909.185884
19.549595,29,5909.287304
1305.289057,1024,5914.215979
117.100396,114,5914.479562
1426.398573,1024,5919.096801
1374.489492,1024,5924.994668
8.176532,12,5925.022621
1322.939643,1024,5930.11989
1437.471045,1024,5936.041471
10.813865,9,5936.072761
1386.562108,1024,5941.526584
1362.056263,1024,5946.273652
600.416967,476,5947.484311
1403.198421,1024,5953.496067
10.818126,9,5953.520311
1402.550497,1024,5958.392029
1339.756097,1024,5964.091124
10.155304,12,5964.135084
1421.835785,1024,5969.596825
1314.904014,1024,5974.277876
1419.098987,1024,5980.220583
1363.705132,1024,5985.029113
6.944028,10,5985.057525
1022.334409,1024,5989.847693
1404.844057,1024,5995.805824
964.86244,737,5999.86682
10.82644,9,5999.887236
1368.451921,1024,6004.664934
676.874395,519,6009.229931
557.120964,415,6010.239147
1276.41845,1024,6014.999323
1439.763509,1024,6020.338926
1318.254111,1024,6025.670828
1421.383001,1024,6030.69865
1362.217321,1024,6036.683137
1426.799549,1024,6041.479574
8.660432,9,6041.501972
1336.971826,1024,6046.198942
10.509481,9,6046.219843
1366.987517,1024,6052.090572
10.818126,9,6052.111879
1368.47417,1024,6056.913563
7.336239,12,6056.943114
1386.997091,1024,6062.471172
1394.048165,1024,6067.811486
7.738162,12,6067.843029
1403.132211,1024,6072.675996
10.814625,9,6072.6983
838.13081,616,6077.22953
22.845188,29,6077.319794
38.725572,42,6077.46814
7.665367,9,6077.503514
2.310483,9,6077.537784
1361.230323,1024,6082.735675
684.867645,518,6083.987229
1229.971548,1024,6088.783804
10.864954,9,6088.813724
1328.597906,1024,6094.560878
1403.994963,1024,6099.374129
1384.700401,1024,6104.835632
1379.016554,1024,6109.894312
654.108257,528,6113.346804
1409.608127,1024,6118.727575
6.183947,10,6118.764147
1357.837002,1024,6123.965527
3.324547,9,6123.985571
1411.780022,1024,6128.744715
1403.276456,1024,6134.743686
1365.303067,1024,6139.402622
382.096173,320,6140.171789
1351.78615,1024,6145.231677
1367.002931,1024,6150.89382
1247.668533,1024,6155.677555
1363.491976,1024,6161.235021
1356.82604,1024,6166.399901
1392.309575,1024,6171.079179
3.948047,9,6171.101432
1419.200089,1024,6176.972153
1374.942416,1024,6181.673129
1351.640134,1024,6186.388803
1348.426267,1024,6192.338115
1373.724579,1024,6197.018361
1414.077486,1024,6202.479026
1405.691707,1024,6207.730143
1398.955807,1024,6212.546035
1327.199997,1024,6218.485221
1367.673754,1024,6223.173378
1434.039405,1024,6227.914201
1306.62587,1024,6234.058245
1426.8792,1024,6238.694381
1459.552947,1024,6243.742993
1318.855952,1024,6249.564404
1463.267286,1024,6254.655813
1406.195843,1024,6261.047409
1399.45079,1024,6265.936001
10.821763,9,6265.957254
1402.454094,1024,6270.715505
1454.633295,1024,6276.639437
1452.383432,1024,6281.430634
1471.304435,1024,6286.624654
759.168685,547,6290.921725
1409.371005,1024,6295.765374
1406.705903,1024,6301.073448
1463.51938,1024,6306.433814
1381.565296,1024,6311.15608
1424.460137,1024,6317.093224
1441.841552,1024,6321.810758
1336.175591,1024,6326.477237
3.960253,10,6326.49986
1336.420603,1024,6332.377334
1360.497114,1024,6337.075588
1471.154212,1024,6342.016365
1414.531223,1024,6347.58677
1310.679369,1024,6352.383145
1436.191748,1024,6357.920832
1410.797274,1024,6363.23998
1387.589977,1024,6368.013702
1382.207874,1024,6374.02387
1365.519636,1024,6378.716584
1437.577294,1024,6383.823396
1424.034076,1024,6389.561996
1408.769658,1024,6394.43881
1427.032318,1024,6400.152502
1330.31054,1024,6405.215159
1388.290657,1024,6410.159021
1459.273569,1024,6416.076616
639.349953,486,6417.267289
277.011747,225,6417.841446
1421.060701,1024,6422.716959
1386.806123,1024,6428.529557
1429.906497,1024,6433.543112
1374.919288,1024,6438.240691
11.49517,18,6441.118664
1441.483149,1024,6446.636052
1413.896834,1024,6451.365744
1390.943953,1024,6457.291811
1280.037447,1024,6462.050568
1400.633227,1024,6466.839642
1462.642904,1024,6472.805614
1293.265646,1024,6477.610615
1347.365749,1024,6482.755193
1423.789186,1024,6488.435108
1328.475738,1024,6493.496857
17.531173,30,6493.579797
1410.283245,1024,6499.418278
1399.480582,1024,6504.335823
1071.459844,851,6506.491001
1376.706616,1024,6511.872559
1460.519376,1024,6517.009097
6.194702,9,6517.03864
1344.270441,1024,6521.558558
1422.483675,1024,6527.231692
1404.563249,1024,6532.195892
1373.386971,1024,6537.028753
1425.618483,1024,6542.999347
1410.487727,1024,6547.757174
1355.329075,1024,6552.951336
1377.395787,1024,6558.55478
1349.678893,1024,6563.371569
7.666167,9,6563.395093
1370.782019,1024,6569.364681
1287.941726,1024,6574.499335
220.757332,200,6577.294948
1452.662522,1024,6582.959128
7.489765,9,6582.992406
7.458409,9,6583.021961
1270.414117,1024,6587.948079
143.187627,111,6588.211217
1341.572587,1024,6592.936016
10.864954,9,6592.959469
1392.326516,1024,6598.794676
1388.07698,1024,6603.530012
1375.96051,1024,6608.339737
1413.660755,1024,6614.089843
6.539245,10,6614.116218
1318.554467,1024,6618.836171
1326.458395,1024,6624.27562
1401.705265,1024,6629.488287
1355.790269,1024,6634.322615
1385.733626,1024,6640.055514
1430.081994,1024,6644.583226
1384.045473,1024,6649.235364
1390.004537,1024,6654.999996
1360.250992,1024,6659.609691
1337.078536,1024,6664.480011
1364.392668,1024,6670.164311
6.409104,9,6670.184692
1360.73175,1024,6674.862507
1.075018,10,6674.888813
1390.679772,1024,6679.994997
1345.125243,1024,6685.220506
5.356723,11,6685.245201
1348.572008,1024,6689.907656
1371.149156,1024,6695.486504
1374.935172,1024,6700.217417
6.238711,9,6700.237019
1361.809751,1024,6704.787954
1432.451398,1024,6710.492531
1439.935435,1024,6714.933957
1381.777626,1024,6719.393936
1419.404774,1024,6725.18863
1394.986105,1024,6729.783234
1408.212779,1024,6734.6416
1431.109211,1024,6740.191922
1363.295782,1024,6744.726222
5.86885,9,6744.75003
1415.952535,1024,6749.910817
1435.855079,1024,6755.313601
1003.281149,748,6759.296892
1426.430152,1024,6764.488525
1350.218377,1024,6769.558796
1461.448855,1024,6774.140571
6.475099,9,6774.163613
1384.781348,1024,6779.678898
1490.603947,1024,6784.493245
1424.486555,1024,6789.090934
1468.013483,1024,6794.955442
1380.865089,1024,6799.601612
1438.745111,1024,6804.34439
213.877754,159,6804.899524
1426.173253,1024,6810.533418
1391.186377,1024,6815.352868
1383.045146,1024,6820.618137
1419.734812,1024,6825.801842
1401.972011,1024,6830.292689
1419.990801,1024,6836.03772
3.206396,9,6836.069686
1395.364895,1024,6840.774118
1338.131366,1024,6845.417016
1403.666174,1024,6851.287563
1516.203902,1024,6856.057812
1398.988675,1024,6861.026494
1348.377762,1024,6866.806387
4.941957,9,6866.827004
1357.971079,1024,6871.535854
10.045513,13,6871.565504
1442.784221,1024,6877.112531
1329.426238,1024,6882.147275
1362.463256,1024,6886.986687
1340.299919,1024,6893.03767
1428.966741,1024,6897.861457
1343.743976,1024,6902.793124
1392.61735,1024,6908.643916
1422.244444,1024,6913.328619
1433.432801,1024,6918.699317
1471.349893,1024,6923.931846
1282.193864,1024,6928.561092
1400.929,1024,6934.350494
1501.296023,1024,6938.993051
1430.179893,1024,6943.546858
1414.070489,1024,6949.29885
1448.687749,1024,6954.122159
757.270406,619,6955.517385
1459.379575,1024,6960.826251
1405.299993,1024,6966.012045
1422.98176,1024,6970.586667
1453.839981,1024,6976.458298
7.601859,11,6976.503724
1450.696856,1024,6981.210825
1381.695974,1024,6985.8313
1393.857723,1024,6991.577777
2.348932,9,6991.595837
1396.716448,1024,6996.295609
1480.068872,1024,7001.196097
1480.728459,1024,7006.739137
1455.123194,1024,7011.297371
1432.968154,1024,7016.344431
1487.447968,1024,7021.588375
7.328031,10,7021.612749
1418.370536,1024,7026.359357
1464.512049,1024,7032.059733
1472.87655,1024,7036.768959
1469.009428,1024,7041.388935
1482.178252,1024,7047.084922
1444.019715,1024,7051.738222
1373.831788,1024,7056.376598
1406.013193,1024,7062.129568
1454.770781,1024,7066.720884
1386.588469,1024,7071.566343
1398.561545,1024,7076.86467
10.691083,13,7076.896193
1428.841332,1024,7081.440919
1469.968549,1024,7086.717684
1350.235893,1024,7091.852877
1468.970452,1024,7096.365854
1396.170793,1024,7102.085217
1495.836995,1024,7106.787012
1427.118319,1024,7111.501609
1462.911092,1024,7117.623777
1454.910843,1024,7122.391833
6.305251,9,7122.416032
1378.360143,1024,7127.315523
1455.186964,1024,7132.689344
1388.208278,1024,7137.23825
4.602203,9,7137.25936
463.69945,331,7140.267667
1409.968749,1024,7146.067901
6.647687,11,7146.095489
1422.748827,1024,7150.84316
1439.335061,1024,7155.891694
1494.568458,1024,7161.32346
1470.066261,1024,7166.001276
1455.279611,1024,7171.436216
1410.343166,1024,7176.454459
7.464975,10,7176.485504
1448.790818,1024,7181.100174
1409.835675,1024,7186.885638
1442.266845,1024,7191.46431
1456.509407,1024,7196.032809
1437.007002,1024,7201.74912
1399.300329,1024,7206.439584
3.285431,9,7206.461017
1341.461018,1024,7211.413478
1469.317254,1024,7217.080484
605.920654,467,7218.283597
1502.433185,1024,7222.953621
1398.266944,1024,7228.802199
1388.432907,1024,7233.397011
1373.810685,1024,7237.96157
3.986007,9,7237.984773
1424.837241,1024,7243.823659
1434.105299,1024,7248.458051
6.913771,10,7248.482597
1341.190501,1024,7253.459039
1342.607489,1024,7258.928589
1437.998211,1024,7263.582757
1439.970061,1024,7268.938155
1404.026829,1024,7274.094754
1433.694777,1024,7278.965627
1444.625984,1024,7284.987083
1429.05184,1024,7289.548747
1467.439395,1024,7294.216516
1447.977654,1024,7300.007191
1446.379163,1024,7304.593978
1405.307835,1024,7309.68186
1458.110153,1024,7315.169522
8.550129,9,7315.190751
1437.817734,1024,7319.736571
1502.670382,1024,7325.171546
1474.782257,1024,7330.269645
1354.544867,1024,7335.169663
1395.459754,1024,7341.421553
106.75477,93,7341.655374
1440.79177,1024,7346.541981
19.352134,31,7346.622759
3.587328,8,7346.641085
1407.522561,1024,7351.911428
1358.593893,1024,7357.516313
1356.237328,1024,7362.403427
1425.107753,1024,7368.549
1450.15635,1024,7373.334815
1368.739262,1024,7378.10654
1447.62998,1024,7384.195098
1446.583315,1024,7389.015147
1353.526556,1024,7394.560415
6.101057,9,7394.592682
8.178238,9,7394.62058
1401.259777,1024,7399.93867
8.031707,9,7399.964238
1421.783082,1024,7404.721416
1337.025089,1024,7410.468121
8.290311,10,7410.509072
1389.24796,1024,7415.463431
1384.218634,1024,7420.058062
1393.815156,1024,7425.950823
1249.46558,888,7430.290492
1394.309839,1024,7435.09428
1373.540453,1024,7440.915986
1424.109917,1024,7445.656316
261.676437,222,7446.186214
7.935788,9,7446.217766
10.864954,9,7446.24033
1397.86009,1024,7452.117971
1413.280179,1024,7456.997101
1389.393641,1024,7461.771811
1366.147862,1024,7467.695349
1367.50375,1024,7472.496858
1316.545862,1024,7477.849852
1380.009854,1024,7483.446032
1407.680684,1024,7488.097394
1394.164571,1024,7493.585507
1407.861397,1024,7498.671883
1452.136886,1024,7503.473731
1396.697249,1024,7509.425501
1420.629293,1024,7514.236349
1424.532275,1024,7518.879954
9.539244,12,7518.913416
1382.872891,1024,7524.788245
429.152711,343,7527.82673
1352.010486,1024,7532.567801
1393.707312,1024,7538.624473
1391.584105,1024,7543.411115
5.943982,11,7543.437785
1429.526875,1024,7548.77258
6.480124,9,7548.813537
1372.158315,1024,7554.338159
1415.330438,1024,7558.864791
1449.053157,1024,7564.299242
1369.275848,1024,7572.008532
1369.491974,1024,7577.231776
1370.893665,1024,7584.781249
1432.038623,1024,7589.574176
10.864954,9,7589.610552
1373.667545,1024,7595.430431
1447.430044,1024,7599.940162
1449.648806,1024,7605.077657
1400.909601,1024,7610.388147
7.084545,11,7610.415496
3.943019,9,7610.436646
1416.782087,1024,7615.168052
1364.981628,1024,7620.625777
1365.964777,1024,7625.775172
1415.701953,1024,7630.40762
1411.108741,1024,7636.215342
1500.639142,1024,7640.825569
6.4991,10,7640.853339
1424.067101,1024,7645.373661
1473.347577,1024,7651.168963
1374.092314,1024,7655.85171
700.801347,532,7766.811175
1398.613064,1024,7772.332101
1446.26694,1024,7777.110104
1457.660988,1024,7783.056055
1400.536704,1024,7787.702067
1418.133414,1024,7792.315509
1384.167668,1024,7798.057392
1418.861805,1024,7802.701287
1441.025721,1024,7807.411318
1431.792458,1024,7813.270298
1402.107774,1024,7817.984176
1440.181688,1024,7823.378284
1413.226016,1024,7828.509993
1449.662958,1024,7833.19983
1357.736221,1024,7838.988091
1457.095036,1024,7843.712018
1446.56036,1024,7848.432554
1445.446137,1024,7854.396977
1400.960705,1024,7858.983804
1449.239355,1024,7863.991592
1400.123669,1024,7869.656051
1453.403417,1024,7874.411483
1440.094585,1024,7879.958794
1435.249508,1024,7885.088361
1453.315025,1024,7889.546448
8.86157,9,7889.569141
1403.897883,1024,7895.398965
1381.892999,1024,7899.959176
1332.358104,958,7904.428874
1477.400192,1024,7910.347274
1429.525791,1024,7914.970055
7.97381,12,7915.001668
18.263879,29,7915.067339
1393.76025,1024,7919.781003
1368.418057,1024,7925.503582
1354.334711,1024,7930.348787
1408.802567,1024,7935.664872
1410.636142,1024,7940.874278
1422.677449,1024,7945.527768
10.864954,9,7945.550009
8.182502,12,7945.582092
3.686381,9,7945.605479
1481.294596,1024,7951.342395
1441.006423,1024,7956.132918
1387.497856,1024,7960.688603
1468.119972,1024,7966.515325
10.864954,9,7966.53771
1476.896971,1024,7971.206247
1380.712647,1024,7975.999628
1362.773821,1024,7981.831715
1308.06173,1024,7986.697438
1426.758928,1024,7992.042428
1397.842707,1024,7997.151575
1453.093755,1024,8001.846718
1453.325748,1024,8007.828512
1464.831367,1024,8012.487006
1417.840246,1024,8017.144742
1454.221776,1024,8022.979651
1473.073015,1024,8027.59186
690.478887,493,8031.110336
1306.725279,964,8036.788867
1407.696182,1024,8041.278834
721.160964,549,8042.594409
1417.25655,1024,8047.877286
1378.368049,1024,8053.016682
